service,gender,race,hispanicity,paygrade,count
Army,FEMALE,BLACK,NON-HISP,E03,3294
Army,FEMALE,MULTI,HISP,E03,0
Army,FEMALE,MULTI,NON-HISP,E03,0
Army,FEMALE,P/I,HISP,E03,0
Army,FEMALE,P/I,NON-HISP,E03,0
Army,FEMALE,WHITE,HISP,E03,1162
Army,FEMALE,WHITE,NON-HISP,E03,4984
Army,FEMALE,UNK,HISP,E03,79
Army,FEMALE,UNK,NON-HISP,E03,33
Army,MALE,AMI/ALN,HISP,E04,19
Army,MALE,AMI/ALN,NON-HISP,E04,1082
Army,MALE,ASIAN,HISP,E04,15
Army,MALE,ASIAN,NON-HISP,E04,4728
Army,MALE,BLACK,HISP,E04,523
Army,MALE,BLACK,NON-HISP,E04,17179
Army,MALE,MULTI,HISP,E04,0
Army,MALE,MULTI,NON-HISP,E04,0
Army,MALE,P/I,HISP,E04,0
Army,MALE,P/I,NON-HISP,E04,0
Army,MALE,WHITE,HISP,E04,11574
Army,MALE,WHITE,NON-HISP,E04,80634
Army,MALE,UNK,HISP,E04,1684
Army,MALE,UNK,NON-HISP,E04,464
Army,FEMALE,AMI/ALN,HISP,E04,6
Army,FEMALE,AMI/ALN,NON-HISP,E04,303
Army,FEMALE,ASIAN,HISP,E04,3
Army,FEMALE,ASIAN,NON-HISP,E04,1089
Army,FEMALE,BLACK,HISP,E04,153
Army,FEMALE,BLACK,NON-HISP,E04,6132
Army,FEMALE,MULTI,HISP,E04,0
Army,FEMALE,MULTI,NON-HISP,E04,0
Army,FEMALE,P/I,HISP,E04,0
Army,FEMALE,P/I,NON-HISP,E04,0
Army,FEMALE,WHITE,HISP,E04,1911
Army,FEMALE,WHITE,NON-HISP,E04,8328
Army,FEMALE,UNK,HISP,E04,531
Army,FEMALE,UNK,NON-HISP,E04,209
Army,MALE,AMI/ALN,HISP,E05,14
Army,MALE,AMI/ALN,NON-HISP,E05,573
Army,MALE,ASIAN,HISP,E05,13
Army,MALE,ASIAN,NON-HISP,E05,2841
Army,MALE,BLACK,HISP,E05,302
Army,MALE,BLACK,NON-HISP,E05,13396
Army,MALE,MULTI,HISP,E05,0
Army,MALE,MULTI,NON-HISP,E05,0
Army,MALE,P/I,HISP,E05,0
Army,MALE,P/I,NON-HISP,E05,0
Army,MALE,WHITE,HISP,E05,6182
Army,MALE,WHITE,NON-HISP,E05,46992
Army,MALE,UNK,HISP,E05,2991
Army,MALE,UNK,NON-HISP,E05,965
Army,FEMALE,AMI/ALN,HISP,E05,4
Army,FEMALE,AMI/ALN,NON-HISP,E05,178
Army,FEMALE,ASIAN,HISP,E05,0
Army,FEMALE,ASIAN,NON-HISP,E05,608
Army,FEMALE,BLACK,HISP,E05,75
Army,FEMALE,BLACK,NON-HISP,E05,4257
Army,FEMALE,MULTI,HISP,E05,0
Army,FEMALE,MULTI,NON-HISP,E05,0
Army,FEMALE,P/I,HISP,E05,0
Army,FEMALE,P/I,NON-HISP,E05,0
Army,FEMALE,WHITE,HISP,E05,871
Army,FEMALE,WHITE,NON-HISP,E05,3870
Army,FEMALE,UNK,HISP,E05,757
Army,FEMALE,UNK,NON-HISP,E05,285
Army,MALE,AMI/ALN,HISP,E06,10
Army,MALE,AMI/ALN,NON-HISP,E06,414
Army,MALE,ASIAN,HISP,E06,11
Army,MALE,ASIAN,NON-HISP,E06,1827
Army,MALE,BLACK,HISP,E06,166
Army,MALE,BLACK,NON-HISP,E06,13416
Army,MALE,MULTI,HISP,E06,0
Army,MALE,MULTI,NON-HISP,E06,0
Army,MALE,P/I,HISP,E06,0
Army,MALE,P/I,NON-HISP,E06,0
Army,MALE,WHITE,HISP,E06,2808
Army,MALE,WHITE,NON-HISP,E06,33435
Army,MALE,UNK,HISP,E06,4569
Army,MALE,UNK,NON-HISP,E06,1797
Army,FEMALE,AMI/ALN,HISP,E06,2
Army,FEMALE,AMI/ALN,NON-HISP,E06,96
Army,FEMALE,ASIAN,HISP,E06,2
Army,FEMALE,ASIAN,NON-HISP,E06,280
Army,FEMALE,BLACK,HISP,E06,57
Army,FEMALE,BLACK,NON-HISP,E06,3747
Army,FEMALE,MULTI,HISP,E06,0
Army,FEMALE,MULTI,NON-HISP,E06,0
Army,FEMALE,P/I,HISP,E06,0
Army,FEMALE,P/I,NON-HISP,E06,0
Army,FEMALE,WHITE,HISP,E06,238
Army,FEMALE,WHITE,NON-HISP,E06,2110
Army,FEMALE,UNK,HISP,E06,712
Army,FEMALE,UNK,NON-HISP,E06,341
Army,MALE,AMI/ALN,HISP,E07,7
Army,MALE,AMI/ALN,NON-HISP,E07,293
Army,MALE,ASIAN,HISP,E07,1
Army,MALE,ASIAN,NON-HISP,E07,780
Army,MALE,BLACK,HISP,E07,68
Army,MALE,BLACK,NON-HISP,E07,10195
Army,MALE,MULTI,HISP,E07,0
Army,MALE,MULTI,NON-HISP,E07,0
Army,MALE,P/I,HISP,E07,0
Army,MALE,P/I,NON-HISP,E07,0
Army,MALE,WHITE,HISP,E07,623
Army,MALE,WHITE,NON-HISP,E07,19341
Army,MALE,UNK,HISP,E07,3247
Army,MALE,UNK,NON-HISP,E07,1859
Army,FEMALE,AMI/ALN,HISP,E07,0
Army,FEMALE,AMI/ALN,NON-HISP,E07,42
Army,FEMALE,ASIAN,HISP,E07,3
Army,FEMALE,ASIAN,NON-HISP,E07,134
Army,FEMALE,BLACK,HISP,E07,26
Army,FEMALE,BLACK,NON-HISP,E07,2778
Army,FEMALE,MULTI,HISP,E07,0
Army,FEMALE,MULTI,NON-HISP,E07,0
Army,FEMALE,P/I,HISP,E07,0
Army,FEMALE,P/I,NON-HISP,E07,0
Army,FEMALE,WHITE,HISP,E07,48
Army,FEMALE,WHITE,NON-HISP,E07,1086
Army,FEMALE,UNK,HISP,E07,374
Army,FEMALE,UNK,NON-HISP,E07,249
Army,MALE,AMI/ALN,HISP,E08,4
Army,MALE,AMI/ALN,NON-HISP,E08,99
Army,MALE,ASIAN,HISP,E08,0
Army,MALE,ASIAN,NON-HISP,E08,196
Army,MALE,BLACK,HISP,E08,17
Army,MALE,BLACK,NON-HISP,E08,3360
Army,MALE,MULTI,HISP,E08,0
Army,MALE,MULTI,NON-HISP,E08,0
Army,MALE,P/I,HISP,E08,0
Army,MALE,P/I,NON-HISP,E08,0
Army,MALE,WHITE,HISP,E08,112
Army,MALE,WHITE,NON-HISP,E08,6101
Army,MALE,UNK,HISP,E08,822
Army,MALE,UNK,NON-HISP,E08,561
Army,FEMALE,AMI/ALN,HISP,E08,0
Army,FEMALE,AMI/ALN,NON-HISP,E08,8
Army,FEMALE,ASIAN,HISP,E08,0
Army,FEMALE,ASIAN,NON-HISP,E08,24
Army,FEMALE,BLACK,HISP,E08,5
Army,FEMALE,BLACK,NON-HISP,E08,675
Army,FEMALE,MULTI,HISP,E08,0
Army,FEMALE,MULTI,NON-HISP,E08,0
Army,FEMALE,P/I,HISP,E08,0
Army,FEMALE,P/I,NON-HISP,E08,0
Army,FEMALE,WHITE,HISP,E08,10
Army,FEMALE,WHITE,NON-HISP,E08,295
Army,FEMALE,UNK,HISP,E08,65
Army,FEMALE,UNK,NON-HISP,E08,61
Army,MALE,AMI/ALN,HISP,E09,0
Army,MALE,AMI/ALN,NON-HISP,E09,17
Army,MALE,ASIAN,HISP,E09,1
Army,MALE,ASIAN,NON-HISP,E09,34
Army,MALE,BLACK,HISP,E09,5
Army,MALE,BLACK,NON-HISP,E09,1043
Army,MALE,MULTI,HISP,E09,0
Army,MALE,MULTI,NON-HISP,E09,0
Army,MALE,P/I,HISP,E09,0
Army,MALE,P/I,NON-HISP,E09,0
Army,MALE,WHITE,HISP,E09,35
Army,MALE,WHITE,NON-HISP,E09,1732
Army,MALE,UNK,HISP,E09,207
Army,MALE,UNK,NON-HISP,E09,161
Army,FEMALE,AMI/ALN,HISP,E09,0
Army,FEMALE,AMI/ALN,NON-HISP,E09,4
Army,FEMALE,ASIAN,HISP,E09,0
Army,FEMALE,ASIAN,NON-HISP,E09,5
Army,FEMALE,BLACK,HISP,E09,0
Army,FEMALE,BLACK,NON-HISP,E09,175
Army,FEMALE,MULTI,HISP,E09,0
Army,FEMALE,MULTI,NON-HISP,E09,0
Army,FEMALE,P/I,HISP,E09,0
Army,FEMALE,P/I,NON-HISP,E09,0
Army,FEMALE,WHITE,HISP,E09,1
Army,FEMALE,WHITE,NON-HISP,E09,77
Army,FEMALE,UNK,HISP,E09,17
Army,FEMALE,UNK,NON-HISP,E09,20
Navy,MALE,AMI/ALN,HISP,E00,0
Navy,MALE,AMI/ALN,NON-HISP,E00,0
Navy,MALE,ASIAN,HISP,E00,0
Navy,MALE,ASIAN,NON-HISP,E00,0
Navy,MALE,BLACK,HISP,E00,0
Navy,MALE,BLACK,NON-HISP,E00,0
Navy,MALE,MULTI,HISP,E00,0
Navy,MALE,MULTI,NON-HISP,E00,0
Navy,MALE,P/I,HISP,E00,0
Navy,MALE,P/I,NON-HISP,E00,0
Navy,MALE,WHITE,HISP,E00,0
Navy,MALE,WHITE,NON-HISP,E00,2
Navy,MALE,UNK,HISP,E00,1
Navy,MALE,UNK,NON-HISP,E00,0
Navy,FEMALE,AMI/ALN,HISP,E00,0
Navy,FEMALE,AMI/ALN,NON-HISP,E00,0
Navy,FEMALE,ASIAN,HISP,E00,0
Navy,FEMALE,ASIAN,NON-HISP,E00,0
Navy,FEMALE,BLACK,HISP,E00,0
Navy,FEMALE,BLACK,NON-HISP,E00,1
Navy,FEMALE,MULTI,HISP,E00,0
Navy,FEMALE,MULTI,NON-HISP,E00,0
Navy,FEMALE,P/I,HISP,E00,0
Navy,FEMALE,P/I,NON-HISP,E00,0
Navy,FEMALE,WHITE,HISP,E00,0
Navy,FEMALE,WHITE,NON-HISP,E00,0
Navy,FEMALE,UNK,HISP,E00,0
Navy,FEMALE,UNK,NON-HISP,E00,0
Navy,MALE,AMI/ALN,HISP,E01,37
Navy,MALE,AMI/ALN,NON-HISP,E01,617
Navy,MALE,ASIAN,HISP,E01,12
Navy,MALE,ASIAN,NON-HISP,E01,320
Navy,MALE,BLACK,HISP,E01,64
Navy,MALE,BLACK,NON-HISP,E01,1747
Navy,MALE,MULTI,HISP,E01,62
Navy,MALE,MULTI,NON-HISP,E01,1673
Navy,MALE,P/I,HISP,E01,7
Navy,MALE,P/I,NON-HISP,E01,129
Navy,MALE,WHITE,HISP,E01,141
Navy,MALE,WHITE,NON-HISP,E01,4415
Navy,MALE,UNK,HISP,E01,7
Navy,MALE,UNK,NON-HISP,E01,17
Navy,FEMALE,AMI/ALN,HISP,E01,11
Navy,FEMALE,AMI/ALN,NON-HISP,E01,153
Navy,FEMALE,ASIAN,HISP,E01,3
Navy,FEMALE,ASIAN,NON-HISP,E01,92
Navy,FEMALE,BLACK,HISP,E01,14
Navy,FEMALE,BLACK,NON-HISP,E01,713
Navy,FEMALE,MULTI,HISP,E01,13
Navy,FEMALE,MULTI,NON-HISP,E01,491
Navy,FEMALE,P/I,HISP,E01,0
Navy,FEMALE,P/I,NON-HISP,E01,49
Navy,FEMALE,WHITE,HISP,E01,51
Navy,FEMALE,WHITE,NON-HISP,E01,1066
Navy,FEMALE,UNK,HISP,E01,0
Navy,FEMALE,UNK,NON-HISP,E01,2
Navy,MALE,AMI/ALN,HISP,E02,187
Navy,MALE,AMI/ALN,NON-HISP,E02,850
Navy,MALE,ASIAN,HISP,E02,71
Navy,MALE,ASIAN,NON-HISP,E02,441
Navy,MALE,BLACK,HISP,E02,358
Navy,MALE,BLACK,NON-HISP,E02,2140
Navy,MALE,MULTI,HISP,E02,363
Navy,MALE,MULTI,NON-HISP,E02,1790
Navy,MALE,P/I,HISP,E02,59
Navy,MALE,P/I,NON-HISP,E02,196
Navy,MALE,WHITE,HISP,E02,1065
Navy,MALE,WHITE,NON-HISP,E02,6663
Navy,MALE,UNK,HISP,E02,19
Navy,MALE,UNK,NON-HISP,E02,11
Navy,FEMALE,AMI/ALN,HISP,E02,36
Navy,FEMALE,AMI/ALN,NON-HISP,E02,220
Navy,FEMALE,ASIAN,HISP,E02,15
Navy,FEMALE,ASIAN,NON-HISP,E02,80
Navy,FEMALE,BLACK,HISP,E02,101
Navy,FEMALE,BLACK,NON-HISP,E02,747
Navy,FEMALE,MULTI,HISP,E02,102
Navy,FEMALE,MULTI,NON-HISP,E02,506
Navy,FEMALE,P/I,HISP,E02,22
Navy,FEMALE,P/I,NON-HISP,E02,45
Navy,FEMALE,WHITE,HISP,E02,236
Navy,FEMALE,WHITE,NON-HISP,E02,1176
Navy,FEMALE,UNK,HISP,E02,5
Navy,FEMALE,UNK,NON-HISP,E02,5
Navy,MALE,AMI/ALN,HISP,E03,749
Navy,MALE,AMI/ALN,NON-HISP,E03,2131
Navy,MALE,ASIAN,HISP,E03,301
Navy,MALE,ASIAN,NON-HISP,E03,1558
Navy,MALE,BLACK,HISP,E03,1269
Navy,MALE,BLACK,NON-HISP,E03,6214
Navy,MALE,MULTI,HISP,E03,998
Navy,MALE,MULTI,NON-HISP,E03,3158
Navy,MALE,P/I,HISP,E03,207
Navy,MALE,P/I,NON-HISP,E03,533
Navy,MALE,WHITE,HISP,E03,4237
Navy,MALE,WHITE,NON-HISP,E03,18184
Navy,MALE,UNK,HISP,E03,138
Navy,MALE,UNK,NON-HISP,E03,60
Navy,FEMALE,AMI/ALN,HISP,E03,201
Navy,FEMALE,AMI/ALN,NON-HISP,E03,505
Navy,FEMALE,ASIAN,HISP,E03,75
Navy,FEMALE,ASIAN,NON-HISP,E03,371
Navy,FEMALE,BLACK,HISP,E03,393
Navy,FEMALE,BLACK,NON-HISP,E03,2422
Navy,FEMALE,MULTI,HISP,E03,257
Navy,FEMALE,MULTI,NON-HISP,E03,810
Navy,FEMALE,P/I,HISP,E03,55
Navy,FEMALE,P/I,NON-HISP,E03,131
Navy,FEMALE,WHITE,HISP,E03,1166
Navy,FEMALE,WHITE,NON-HISP,E03,3479
Navy,FEMALE,UNK,HISP,E03,41
Navy,FEMALE,UNK,NON-HISP,E03,25
Navy,MALE,AMI/ALN,HISP,E04,748
Navy,MALE,AMI/ALN,NON-HISP,E04,2391
Navy,MALE,ASIAN,HISP,E04,393
Navy,MALE,ASIAN,NON-HISP,E04,1926
Navy,MALE,BLACK,HISP,E04,872
Navy,MALE,BLACK,NON-HISP,E04,6250
Navy,MALE,MULTI,HISP,E04,747
Navy,MALE,MULTI,NON-HISP,E04,1784
Navy,MALE,P/I,HISP,E04,146
Navy,MALE,P/I,NON-HISP,E04,510
Navy,MALE,WHITE,HISP,E04,4866
Navy,MALE,WHITE,NON-HISP,E04,20845
Navy,MALE,UNK,HISP,E04,398
Navy,MALE,UNK,NON-HISP,E04,137
Navy,FEMALE,AMI/ALN,HISP,E04,165
Navy,FEMALE,AMI/ALN,NON-HISP,E04,508
Navy,FEMALE,ASIAN,HISP,E04,85
Navy,FEMALE,ASIAN,NON-HISP,E04,428
Navy,FEMALE,BLACK,HISP,E04,257
Navy,FEMALE,BLACK,NON-HISP,E04,2005
Navy,FEMALE,MULTI,HISP,E04,157
Navy,FEMALE,MULTI,NON-HISP,E04,394
Navy,FEMALE,P/I,HISP,E04,45
Navy,FEMALE,P/I,NON-HISP,E04,111
Navy,FEMALE,WHITE,HISP,E04,1144
Navy,FEMALE,WHITE,NON-HISP,E04,3188
Navy,FEMALE,UNK,HISP,E04,128
Navy,FEMALE,UNK,NON-HISP,E04,40
Navy,MALE,AMI/ALN,HISP,E05,420
Navy,MALE,AMI/ALN,NON-HISP,E05,2513
Navy,MALE,ASIAN,HISP,E05,231
Navy,MALE,ASIAN,NON-HISP,E05,3381
Navy,MALE,BLACK,HISP,E05,543
Navy,MALE,BLACK,NON-HISP,E05,10195
Navy,MALE,MULTI,HISP,E05,283
Navy,MALE,MULTI,NON-HISP,E05,1051
Navy,MALE,P/I,HISP,E05,118
Navy,MALE,P/I,NON-HISP,E05,439
Navy,MALE,WHITE,HISP,E05,5454
Navy,MALE,WHITE,NON-HISP,E05,28805
Navy,MALE,UNK,HISP,E05,1623
Navy,MALE,UNK,NON-HISP,E05,621
Navy,FEMALE,AMI/ALN,HISP,E05,73
Navy,FEMALE,AMI/ALN,NON-HISP,E05,448
Navy,FEMALE,ASIAN,HISP,E05,43
Navy,FEMALE,ASIAN,NON-HISP,E05,524
Navy,FEMALE,BLACK,HISP,E05,148
Navy,FEMALE,BLACK,NON-HISP,E05,3050
Navy,FEMALE,MULTI,HISP,E05,63
Navy,FEMALE,MULTI,NON-HISP,E05,199
Navy,FEMALE,P/I,HISP,E05,13
Navy,FEMALE,P/I,NON-HISP,E05,86
Navy,FEMALE,WHITE,HISP,E05,1085
Navy,FEMALE,WHITE,NON-HISP,E05,3710
Navy,FEMALE,UNK,HISP,E05,341
Navy,FEMALE,UNK,NON-HISP,E05,114
Navy,MALE,AMI/ALN,HISP,E06,101
Navy,MALE,AMI/ALN,NON-HISP,E06,950
Navy,MALE,ASIAN,HISP,E06,116
Navy,MALE,ASIAN,NON-HISP,E06,2917
Navy,MALE,BLACK,HISP,E06,339
Navy,MALE,BLACK,NON-HISP,E06,7338
Navy,MALE,MULTI,HISP,E06,72
Navy,MALE,MULTI,NON-HISP,E06,489
Navy,MALE,P/I,HISP,E06,10
Navy,MALE,P/I,NON-HISP,E06,170
Navy,MALE,WHITE,HISP,E06,3322
Navy,MALE,WHITE,NON-HISP,E06,23545
Navy,MALE,UNK,HISP,E06,960
Navy,MALE,UNK,NON-HISP,E06,666
Navy,FEMALE,AMI/ALN,HISP,E06,8
Navy,FEMALE,AMI/ALN,NON-HISP,E06,136
Navy,FEMALE,ASIAN,HISP,E06,21
Navy,FEMALE,ASIAN,NON-HISP,E06,350
Navy,FEMALE,BLACK,HISP,E06,80
Navy,FEMALE,BLACK,NON-HISP,E06,2044
Navy,FEMALE,MULTI,HISP,E06,7
Navy,FEMALE,MULTI,NON-HISP,E06,78
Navy,FEMALE,P/I,HISP,E06,1
Navy,FEMALE,P/I,NON-HISP,E06,28
Navy,FEMALE,WHITE,HISP,E06,487
Navy,FEMALE,WHITE,NON-HISP,E06,2268
Navy,FEMALE,UNK,HISP,E06,187
Navy,FEMALE,UNK,NON-HISP,E06,92
Navy,MALE,AMI/ALN,HISP,E07,49
Navy,MALE,AMI/ALN,NON-HISP,E07,252
Navy,MALE,ASIAN,HISP,E07,56
Navy,MALE,ASIAN,NON-HISP,E07,1582
Navy,MALE,BLACK,HISP,E07,161
Navy,MALE,BLACK,NON-HISP,E07,3503
Navy,MALE,MULTI,HISP,E07,36
Navy,MALE,MULTI,NON-HISP,E07,240
Navy,MALE,P/I,HISP,E07,1
Navy,MALE,P/I,NON-HISP,E07,91
Navy,MALE,WHITE,HISP,E07,1462
Navy,MALE,WHITE,NON-HISP,E07,12035
Navy,MALE,UNK,HISP,E07,247
Navy,MALE,UNK,NON-HISP,E07,253
Navy,FEMALE,AMI/ALN,HISP,E07,4
Navy,FEMALE,AMI/ALN,NON-HISP,E07,25
Navy,FEMALE,ASIAN,HISP,E07,4
Navy,FEMALE,ASIAN,NON-HISP,E07,96
Navy,FEMALE,BLACK,HISP,E07,24
Navy,FEMALE,BLACK,NON-HISP,E07,650
Navy,FEMALE,MULTI,HISP,E07,3
Navy,FEMALE,MULTI,NON-HISP,E07,28
Navy,FEMALE,P/I,HISP,E07,1
Navy,FEMALE,P/I,NON-HISP,E07,7
Navy,FEMALE,WHITE,HISP,E07,101
Navy,FEMALE,WHITE,NON-HISP,E07,815
Navy,FEMALE,UNK,HISP,E07,32
Navy,FEMALE,UNK,NON-HISP,E07,21
Navy,MALE,AMI/ALN,HISP,E08,4
Navy,MALE,AMI/ALN,NON-HISP,E08,44
Navy,MALE,ASIAN,HISP,E08,19
Navy,MALE,ASIAN,NON-HISP,E08,452
Navy,MALE,BLACK,HISP,E08,30
Navy,MALE,BLACK,NON-HISP,E08,912
Navy,MALE,MULTI,HISP,E08,4
Navy,MALE,MULTI,NON-HISP,E08,43
Navy,MALE,P/I,HISP,E08,1
Navy,MALE,P/I,NON-HISP,E08,17
Navy,MALE,WHITE,HISP,E08,362
Navy,MALE,WHITE,NON-HISP,E08,3695
Navy,MALE,UNK,HISP,E08,44
Navy,MALE,UNK,NON-HISP,E08,91
Navy,FEMALE,AMI/ALN,HISP,E08,1
Navy,FEMALE,AMI/ALN,NON-HISP,E08,0
Navy,FEMALE,ASIAN,HISP,E08,0
Navy,FEMALE,ASIAN,NON-HISP,E08,17
Navy,FEMALE,BLACK,HISP,E08,0
Navy,FEMALE,BLACK,NON-HISP,E08,128
Navy,FEMALE,MULTI,HISP,E08,0
Navy,FEMALE,MULTI,NON-HISP,E08,2
Navy,FEMALE,P/I,HISP,E08,0
Navy,FEMALE,P/I,NON-HISP,E08,6
Navy,FEMALE,WHITE,HISP,E08,32
Navy,FEMALE,WHITE,NON-HISP,E08,173
Navy,FEMALE,UNK,HISP,E08,9
Navy,FEMALE,UNK,NON-HISP,E08,5
Navy,MALE,AMI/ALN,HISP,E09,3
Navy,MALE,AMI/ALN,NON-HISP,E09,15
Navy,MALE,ASIAN,HISP,E09,2
Navy,MALE,ASIAN,NON-HISP,E09,119
Navy,MALE,BLACK,HISP,E09,5
Navy,MALE,BLACK,NON-HISP,E09,300
Navy,MALE,MULTI,HISP,E09,3
Navy,MALE,MULTI,NON-HISP,E09,20
Navy,MALE,P/I,HISP,E09,0
Navy,MALE,P/I,NON-HISP,E09,9
Navy,MALE,WHITE,HISP,E09,85
Navy,MALE,WHITE,NON-HISP,E09,1772
Navy,MALE,UNK,HISP,E09,37
Navy,MALE,UNK,NON-HISP,E09,67
Navy,FEMALE,AMI/ALN,HISP,E09,0
Navy,FEMALE,AMI/ALN,NON-HISP,E09,0
Navy,FEMALE,ASIAN,HISP,E09,2
Navy,FEMALE,ASIAN,NON-HISP,E09,9
Navy,FEMALE,BLACK,HISP,E09,0
Navy,FEMALE,BLACK,NON-HISP,E09,41
Navy,FEMALE,MULTI,HISP,E09,0
Navy,FEMALE,MULTI,NON-HISP,E09,2
Navy,FEMALE,P/I,HISP,E09,0
Navy,FEMALE,P/I,NON-HISP,E09,0
Navy,FEMALE,WHITE,HISP,E09,4
Navy,FEMALE,WHITE,NON-HISP,E09,88
Navy,FEMALE,UNK,HISP,E09,4
Navy,FEMALE,UNK,NON-HISP,E09,0
Marine Corps,MALE,AMI/ALN,HISP,E00,0
Marine Corps,MALE,AMI/ALN,NON-HISP,E00,0
Marine Corps,MALE,ASIAN,HISP,E00,0
Marine Corps,MALE,ASIAN,NON-HISP,E00,0
Marine Corps,MALE,BLACK,HISP,E00,0
Marine Corps,MALE,BLACK,NON-HISP,E00,0
Marine Corps,MALE,MULTI,HISP,E00,0
Marine Corps,MALE,MULTI,NON-HISP,E00,0
Marine Corps,MALE,P/I,HISP,E00,0
Marine Corps,MALE,P/I,NON-HISP,E00,0
Marine Corps,MALE,WHITE,HISP,E00,0
Marine Corps,MALE,WHITE,NON-HISP,E00,0
Marine Corps,MALE,UNK,HISP,E00,0
Marine Corps,MALE,UNK,NON-HISP,E00,0
Marine Corps,FEMALE,AMI/ALN,HISP,E00,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,E00,0
Marine Corps,FEMALE,ASIAN,HISP,E00,0
Marine Corps,FEMALE,ASIAN,NON-HISP,E00,0
Marine Corps,FEMALE,BLACK,HISP,E00,0
Marine Corps,FEMALE,BLACK,NON-HISP,E00,0
Marine Corps,FEMALE,MULTI,HISP,E00,0
Marine Corps,FEMALE,MULTI,NON-HISP,E00,0
Marine Corps,FEMALE,P/I,HISP,E00,0
Marine Corps,FEMALE,P/I,NON-HISP,E00,0
Marine Corps,FEMALE,WHITE,HISP,E00,0
Marine Corps,FEMALE,WHITE,NON-HISP,E00,0
Marine Corps,FEMALE,UNK,HISP,E00,0
Marine Corps,FEMALE,UNK,NON-HISP,E00,0
Marine Corps,MALE,AMI/ALN,HISP,E01,7
Marine Corps,MALE,AMI/ALN,NON-HISP,E01,68
Marine Corps,MALE,ASIAN,HISP,E01,1
Marine Corps,MALE,ASIAN,NON-HISP,E01,148
Marine Corps,MALE,BLACK,HISP,E01,8
Marine Corps,MALE,BLACK,NON-HISP,E01,854
Marine Corps,MALE,MULTI,HISP,E01,1
Marine Corps,MALE,MULTI,NON-HISP,E01,38
Marine Corps,MALE,P/I,HISP,E01,3
Marine Corps,MALE,P/I,NON-HISP,E01,75
Marine Corps,MALE,WHITE,HISP,E01,826
Marine Corps,MALE,WHITE,NON-HISP,E01,6264
Marine Corps,MALE,UNK,HISP,E01,63
Marine Corps,MALE,UNK,NON-HISP,E01,43
Marine Corps,FEMALE,AMI/ALN,HISP,E01,1
Marine Corps,FEMALE,AMI/ALN,NON-HISP,E01,21
Marine Corps,FEMALE,ASIAN,HISP,E01,0
Marine Corps,FEMALE,ASIAN,NON-HISP,E01,15
Marine Corps,FEMALE,BLACK,HISP,E01,2
Marine Corps,FEMALE,BLACK,NON-HISP,E01,104
Marine Corps,FEMALE,MULTI,HISP,E01,0
Marine Corps,FEMALE,MULTI,NON-HISP,E01,5
Marine Corps,FEMALE,P/I,HISP,E01,0
Marine Corps,FEMALE,P/I,NON-HISP,E01,9
Marine Corps,FEMALE,WHITE,HISP,E01,27
Marine Corps,FEMALE,WHITE,NON-HISP,E01,515
Marine Corps,FEMALE,UNK,HISP,E01,16
Marine Corps,FEMALE,UNK,NON-HISP,E01,2
Marine Corps,MALE,AMI/ALN,HISP,E02,13
Marine Corps,MALE,AMI/ALN,NON-HISP,E02,186
Marine Corps,MALE,ASIAN,HISP,E02,9
Marine Corps,MALE,ASIAN,NON-HISP,E02,438
Marine Corps,MALE,BLACK,HISP,E02,29
Marine Corps,MALE,BLACK,NON-HISP,E02,1705
Marine Corps,MALE,MULTI,HISP,E02,4
Marine Corps,MALE,MULTI,NON-HISP,E02,84
Marine Corps,MALE,P/I,HISP,E02,9
Marine Corps,MALE,P/I,NON-HISP,E02,182
Marine Corps,MALE,WHITE,HISP,E02,1481
Marine Corps,MALE,WHITE,NON-HISP,E02,14407
Marine Corps,MALE,UNK,HISP,E02,139
Marine Corps,MALE,UNK,NON-HISP,E02,202
Marine Corps,FEMALE,AMI/ALN,HISP,E02,1
Marine Corps,FEMALE,AMI/ALN,NON-HISP,E02,30
Marine Corps,FEMALE,ASIAN,HISP,E02,0
Marine Corps,FEMALE,ASIAN,NON-HISP,E02,31
Marine Corps,FEMALE,BLACK,HISP,E02,4
Marine Corps,FEMALE,BLACK,NON-HISP,E02,246
Marine Corps,FEMALE,MULTI,HISP,E02,1
Marine Corps,FEMALE,MULTI,NON-HISP,E02,13
Marine Corps,FEMALE,P/I,HISP,E02,3
Marine Corps,FEMALE,P/I,NON-HISP,E02,18
Marine Corps,FEMALE,WHITE,HISP,E02,79
Marine Corps,FEMALE,WHITE,NON-HISP,E02,1095
Marine Corps,FEMALE,UNK,HISP,E02,57
Marine Corps,FEMALE,UNK,NON-HISP,E02,12
Marine Corps,MALE,AMI/ALN,HISP,E03,45
Marine Corps,MALE,AMI/ALN,NON-HISP,E03,472
Marine Corps,MALE,ASIAN,HISP,E03,24
Marine Corps,MALE,ASIAN,NON-HISP,E03,1083
Marine Corps,MALE,BLACK,HISP,E03,95
Marine Corps,MALE,BLACK,NON-HISP,E03,3822
Marine Corps,MALE,MULTI,HISP,E03,28
Marine Corps,MALE,MULTI,NON-HISP,E03,353
Marine Corps,MALE,P/I,HISP,E03,29
Marine Corps,MALE,P/I,NON-HISP,E03,444
Marine Corps,MALE,WHITE,HISP,E03,4631
Marine Corps,MALE,WHITE,NON-HISP,E03,37585
Marine Corps,MALE,UNK,HISP,E03,850
Marine Corps,MALE,UNK,NON-HISP,E03,709
