service,gender,race,hispanicity,paygrade,count
Marine Corps,MALE,P/I,HISP,O01,1
Marine Corps,MALE,P/I,NON-HISP,O01,14
Marine Corps,MALE,WHITE,HISP,O01,145
Marine Corps,MALE,WHITE,NON-HISP,O01,2534
Marine Corps,MALE,UNK,HISP,O01,47
Marine Corps,MALE,UNK,NON-HISP,O01,241
Marine Corps,FEMALE,AMI/ALN,HISP,O01,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,O01,5
Marine Corps,FEMALE,ASIAN,HISP,O01,0
Marine Corps,FEMALE,ASIAN,NON-HISP,O01,15
Marine Corps,FEMALE,BLACK,HISP,O01,0
Marine Corps,FEMALE,BLACK,NON-HISP,O01,11
Marine Corps,FEMALE,MULTI,HISP,O01,0
Marine Corps,FEMALE,MULTI,NON-HISP,O01,3
Marine Corps,FEMALE,P/I,HISP,O01,0
Marine Corps,FEMALE,P/I,NON-HISP,O01,0
Marine Corps,FEMALE,WHITE,HISP,O01,21
Marine Corps,FEMALE,WHITE,NON-HISP,O01,204
Marine Corps,FEMALE,UNK,HISP,O01,3
Marine Corps,FEMALE,UNK,NON-HISP,O01,18
Marine Corps,MALE,AMI/ALN,HISP,O02,3
Marine Corps,MALE,AMI/ALN,NON-HISP,O02,16
Marine Corps,MALE,ASIAN,HISP,O02,0
Marine Corps,MALE,ASIAN,NON-HISP,O02,89
Marine Corps,MALE,BLACK,HISP,O02,3
Marine Corps,MALE,BLACK,NON-HISP,O02,108
Marine Corps,MALE,MULTI,HISP,O02,3
Marine Corps,MALE,MULTI,NON-HISP,O02,32
Marine Corps,MALE,P/I,HISP,O02,0
Marine Corps,MALE,P/I,NON-HISP,O02,14
Marine Corps,MALE,WHITE,HISP,O02,153
Marine Corps,MALE,WHITE,NON-HISP,O02,2358
Marine Corps,MALE,UNK,HISP,O02,46
Marine Corps,MALE,UNK,NON-HISP,O02,214
Marine Corps,FEMALE,AMI/ALN,HISP,O02,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,O02,2
Marine Corps,FEMALE,ASIAN,HISP,O02,0
Marine Corps,FEMALE,ASIAN,NON-HISP,O02,6
Marine Corps,FEMALE,BLACK,HISP,O02,0
Marine Corps,FEMALE,BLACK,NON-HISP,O02,13
Marine Corps,FEMALE,MULTI,HISP,O02,0
Marine Corps,FEMALE,MULTI,NON-HISP,O02,2
Marine Corps,FEMALE,P/I,HISP,O02,0
Marine Corps,FEMALE,P/I,NON-HISP,O02,1
Marine Corps,FEMALE,WHITE,HISP,O02,9
Marine Corps,FEMALE,WHITE,NON-HISP,O02,161
Marine Corps,FEMALE,UNK,HISP,O02,9
Marine Corps,FEMALE,UNK,NON-HISP,O02,11
Marine Corps,MALE,AMI/ALN,HISP,O03,2
Marine Corps,MALE,AMI/ALN,NON-HISP,O03,30
Marine Corps,MALE,ASIAN,HISP,O03,0
Marine Corps,MALE,ASIAN,NON-HISP,O03,159
Marine Corps,MALE,BLACK,HISP,O03,8
Marine Corps,MALE,BLACK,NON-HISP,O03,270
Marine Corps,MALE,MULTI,HISP,O03,6
Marine Corps,MALE,MULTI,NON-HISP,O03,53
Marine Corps,MALE,P/I,HISP,O03,2
Marine Corps,MALE,P/I,NON-HISP,O03,19
Marine Corps,MALE,WHITE,HISP,O03,260
Marine Corps,MALE,WHITE,NON-HISP,O03,4369
Marine Corps,MALE,UNK,HISP,O03,132
Marine Corps,MALE,UNK,NON-HISP,O03,345
Marine Corps,FEMALE,AMI/ALN,HISP,O03,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,O03,4
Marine Corps,FEMALE,ASIAN,HISP,O03,0
Marine Corps,FEMALE,ASIAN,NON-HISP,O03,14
Marine Corps,FEMALE,BLACK,HISP,O03,2
Marine Corps,FEMALE,BLACK,NON-HISP,O03,28
Marine Corps,FEMALE,MULTI,HISP,O03,1
Marine Corps,FEMALE,MULTI,NON-HISP,O03,5
Marine Corps,FEMALE,P/I,HISP,O03,0
Marine Corps,FEMALE,P/I,NON-HISP,O03,1
Marine Corps,FEMALE,WHITE,HISP,O03,23
Marine Corps,FEMALE,WHITE,NON-HISP,O03,255
Marine Corps,FEMALE,UNK,HISP,O03,23
Marine Corps,FEMALE,UNK,NON-HISP,O03,47
Marine Corps,MALE,AMI/ALN,HISP,O04,4
Marine Corps,MALE,AMI/ALN,NON-HISP,O04,25
Marine Corps,MALE,ASIAN,HISP,O04,1
Marine Corps,MALE,ASIAN,NON-HISP,O04,83
Marine Corps,MALE,BLACK,HISP,O04,7
Marine Corps,MALE,BLACK,NON-HISP,O04,272
Marine Corps,MALE,MULTI,HISP,O04,2
Marine Corps,MALE,MULTI,NON-HISP,O04,51
Marine Corps,MALE,P/I,HISP,O04,1
Marine Corps,MALE,P/I,NON-HISP,O04,10
Marine Corps,MALE,WHITE,HISP,O04,150
Marine Corps,MALE,WHITE,NON-HISP,O04,2814
Marine Corps,MALE,UNK,HISP,O04,85
Marine Corps,MALE,UNK,NON-HISP,O04,135
Marine Corps,FEMALE,AMI/ALN,HISP,O04,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,O04,3
Marine Corps,FEMALE,ASIAN,HISP,O04,0
Marine Corps,FEMALE,ASIAN,NON-HISP,O04,6
Marine Corps,FEMALE,BLACK,HISP,O04,0
Marine Corps,FEMALE,BLACK,NON-HISP,O04,21
Marine Corps,FEMALE,MULTI,HISP,O04,0
Marine Corps,FEMALE,MULTI,NON-HISP,O04,4
Marine Corps,FEMALE,P/I,HISP,O04,0
Marine Corps,FEMALE,P/I,NON-HISP,O04,0
Marine Corps,FEMALE,WHITE,HISP,O04,8
Marine Corps,FEMALE,WHITE,NON-HISP,O04,111
Marine Corps,FEMALE,UNK,HISP,O04,6
Marine Corps,FEMALE,UNK,NON-HISP,O04,6
Marine Corps,MALE,AMI/ALN,HISP,O05,0
Marine Corps,MALE,AMI/ALN,NON-HISP,O05,12
Marine Corps,MALE,ASIAN,HISP,O05,1
Marine Corps,MALE,ASIAN,NON-HISP,O05,19
Marine Corps,MALE,BLACK,HISP,O05,1
Marine Corps,MALE,BLACK,NON-HISP,O05,86
Marine Corps,MALE,MULTI,HISP,O05,0
Marine Corps,MALE,MULTI,NON-HISP,O05,16
Marine Corps,MALE,P/I,HISP,O05,0
Marine Corps,MALE,P/I,NON-HISP,O05,6
Marine Corps,MALE,WHITE,HISP,O05,53
Marine Corps,MALE,WHITE,NON-HISP,O05,1589
Marine Corps,MALE,UNK,HISP,O05,18
Marine Corps,MALE,UNK,NON-HISP,O05,60
Marine Corps,FEMALE,AMI/ALN,HISP,O05,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,O05,0
Marine Corps,FEMALE,ASIAN,HISP,O05,0
Marine Corps,FEMALE,ASIAN,NON-HISP,O05,3
Marine Corps,FEMALE,BLACK,HISP,O05,0
Marine Corps,FEMALE,BLACK,NON-HISP,O05,2
Marine Corps,FEMALE,MULTI,HISP,O05,0
Marine Corps,FEMALE,MULTI,NON-HISP,O05,0
Marine Corps,FEMALE,P/I,HISP,O05,0
Marine Corps,FEMALE,P/I,NON-HISP,O05,0
Marine Corps,FEMALE,WHITE,HISP,O05,1
Marine Corps,FEMALE,WHITE,NON-HISP,O05,29
Marine Corps,FEMALE,UNK,HISP,O05,1
Marine Corps,FEMALE,UNK,NON-HISP,O05,4
Marine Corps,MALE,AMI/ALN,HISP,O06,0
Marine Corps,MALE,AMI/ALN,NON-HISP,O06,3
Marine Corps,MALE,ASIAN,HISP,O06,0
Marine Corps,MALE,ASIAN,NON-HISP,O06,5
Marine Corps,MALE,BLACK,HISP,O06,1
Marine Corps,MALE,BLACK,NON-HISP,O06,19
Marine Corps,MALE,MULTI,HISP,O06,1
Marine Corps,MALE,MULTI,NON-HISP,O06,6
Marine Corps,MALE,P/I,HISP,O06,0
Marine Corps,MALE,P/I,NON-HISP,O06,2
Marine Corps,MALE,WHITE,HISP,O06,8
Marine Corps,MALE,WHITE,NON-HISP,O06,600
Marine Corps,MALE,UNK,HISP,O06,7
Marine Corps,MALE,UNK,NON-HISP,O06,21
Marine Corps,FEMALE,AMI/ALN,HISP,O06,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,O06,0
Marine Corps,FEMALE,ASIAN,HISP,O06,0
Marine Corps,FEMALE,ASIAN,NON-HISP,O06,1
Marine Corps,FEMALE,BLACK,HISP,O06,0
Marine Corps,FEMALE,BLACK,NON-HISP,O06,3
Marine Corps,FEMALE,MULTI,HISP,O06,0
Marine Corps,FEMALE,MULTI,NON-HISP,O06,0
Marine Corps,FEMALE,P/I,HISP,O06,0
Marine Corps,FEMALE,P/I,NON-HISP,O06,0
Marine Corps,FEMALE,WHITE,HISP,O06,0
Marine Corps,FEMALE,WHITE,NON-HISP,O06,17
Marine Corps,FEMALE,UNK,HISP,O06,0
Marine Corps,FEMALE,UNK,NON-HISP,O06,1
Marine Corps,MALE,AMI/ALN,HISP,O07,0
Marine Corps,MALE,AMI/ALN,NON-HISP,O07,0
Marine Corps,MALE,ASIAN,HISP,O07,0
Marine Corps,MALE,ASIAN,NON-HISP,O07,0
Marine Corps,MALE,BLACK,HISP,O07,0
Marine Corps,MALE,BLACK,NON-HISP,O07,2
Marine Corps,MALE,MULTI,HISP,O07,0
Marine Corps,MALE,MULTI,NON-HISP,O07,0
Marine Corps,MALE,P/I,HISP,O07,0
Marine Corps,MALE,P/I,NON-HISP,O07,0
Marine Corps,MALE,WHITE,HISP,O07,1
Marine Corps,MALE,WHITE,NON-HISP,O07,35
Marine Corps,MALE,UNK,HISP,O07,1
Marine Corps,MALE,UNK,NON-HISP,O07,1
Marine Corps,FEMALE,AMI/ALN,HISP,O07,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,O07,0
Marine Corps,FEMALE,ASIAN,HISP,O07,0
Marine Corps,FEMALE,ASIAN,NON-HISP,O07,0
Marine Corps,FEMALE,BLACK,HISP,O07,0
Marine Corps,FEMALE,BLACK,NON-HISP,O07,0
Marine Corps,FEMALE,MULTI,HISP,O07,0
Marine Corps,FEMALE,MULTI,NON-HISP,O07,0
Marine Corps,FEMALE,P/I,HISP,O07,0
Marine Corps,FEMALE,P/I,NON-HISP,O07,0
Marine Corps,FEMALE,WHITE,HISP,O07,0
Marine Corps,FEMALE,WHITE,NON-HISP,O07,0
Marine Corps,FEMALE,UNK,HISP,O07,1
Marine Corps,FEMALE,UNK,NON-HISP,O07,0
Marine Corps,MALE,AMI/ALN,HISP,O08,0
Marine Corps,MALE,AMI/ALN,NON-HISP,O08,0
Marine Corps,MALE,ASIAN,HISP,O08,0
Marine Corps,MALE,ASIAN,NON-HISP,O08,0
Marine Corps,MALE,BLACK,HISP,O08,0
Marine Corps,MALE,BLACK,NON-HISP,O08,2
Marine Corps,MALE,MULTI,HISP,O08,0
Marine Corps,MALE,MULTI,NON-HISP,O08,0
Marine Corps,MALE,P/I,HISP,O08,0
Marine Corps,MALE,P/I,NON-HISP,O08,0
Marine Corps,MALE,WHITE,HISP,O08,0
Marine Corps,MALE,WHITE,NON-HISP,O08,21
Marine Corps,MALE,UNK,HISP,O08,0
Marine Corps,MALE,UNK,NON-HISP,O08,0
Marine Corps,FEMALE,AMI/ALN,HISP,O08,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,O08,0
Marine Corps,FEMALE,ASIAN,HISP,O08,0
Marine Corps,FEMALE,ASIAN,NON-HISP,O08,0
Marine Corps,FEMALE,BLACK,HISP,O08,0
Marine Corps,FEMALE,BLACK,NON-HISP,O08,0
Marine Corps,FEMALE,MULTI,HISP,O08,0
Marine Corps,FEMALE,MULTI,NON-HISP,O08,0
Marine Corps,FEMALE,P/I,HISP,O08,0
Marine Corps,FEMALE,P/I,NON-HISP,O08,0
Marine Corps,FEMALE,WHITE,HISP,O08,0
Marine Corps,FEMALE,WHITE,NON-HISP,O08,1
Marine Corps,FEMALE,UNK,HISP,O08,0
Marine Corps,FEMALE,UNK,NON-HISP,O08,0
Marine Corps,MALE,AMI/ALN,HISP,O09,0
Marine Corps,MALE,AMI/ALN,NON-HISP,O09,0
Marine Corps,MALE,ASIAN,HISP,O09,0
Marine Corps,MALE,ASIAN,NON-HISP,O09,0
Marine Corps,MALE,BLACK,HISP,O09,0
Marine Corps,MALE,BLACK,NON-HISP,O09,2
Marine Corps,MALE,MULTI,HISP,O09,0
Marine Corps,MALE,MULTI,NON-HISP,O09,0
Marine Corps,MALE,P/I,HISP,O09,0
Marine Corps,MALE,P/I,NON-HISP,O09,0
Marine Corps,MALE,WHITE,HISP,O09,0
Marine Corps,MALE,WHITE,NON-HISP,O09,15
Marine Corps,MALE,UNK,HISP,O09,0
Marine Corps,MALE,UNK,NON-HISP,O09,0
Marine Corps,FEMALE,AMI/ALN,HISP,O09,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,O09,0
Marine Corps,FEMALE,ASIAN,HISP,O09,0
Marine Corps,FEMALE,ASIAN,NON-HISP,O09,0
Marine Corps,FEMALE,BLACK,HISP,O09,0
Marine Corps,FEMALE,BLACK,NON-HISP,O09,0
Marine Corps,FEMALE,MULTI,HISP,O09,0
Marine Corps,FEMALE,MULTI,NON-HISP,O09,0
Marine Corps,FEMALE,P/I,HISP,O09,0
Marine Corps,FEMALE,P/I,NON-HISP,O09,0
Marine Corps,FEMALE,WHITE,HISP,O09,0
Marine Corps,FEMALE,WHITE,NON-HISP,O09,0
Marine Corps,FEMALE,UNK,HISP,O09,0
Marine Corps,FEMALE,UNK,NON-HISP,O09,0
Marine Corps,MALE,AMI/ALN,HISP,O10,0
Marine Corps,MALE,AMI/ALN,NON-HISP,O10,0
Marine Corps,MALE,ASIAN,HISP,O10,0
Marine Corps,MALE,ASIAN,NON-HISP,O10,0
Marine Corps,MALE,BLACK,HISP,O10,0
Marine Corps,MALE,BLACK,NON-HISP,O10,0
Marine Corps,MALE,MULTI,HISP,O10,0
Marine Corps,MALE,MULTI,NON-HISP,O10,0
Marine Corps,MALE,P/I,HISP,O10,0
Marine Corps,MALE,P/I,NON-HISP,O10,0
Marine Corps,MALE,WHITE,HISP,O10,0
Marine Corps,MALE,WHITE,NON-HISP,O10,4
Marine Corps,MALE,UNK,HISP,O10,0
Marine Corps,MALE,UNK,NON-HISP,O10,0
Marine Corps,FEMALE,AMI/ALN,HISP,O10,0
Marine Corps,FEMALE,AMI/ALN,NON-HISP,O10,0
Marine Corps,FEMALE,ASIAN,HISP,O10,0
Marine Corps,FEMALE,ASIAN,NON-HISP,O10,0
Marine Corps,FEMALE,BLACK,HISP,O10,0
Marine Corps,FEMALE,BLACK,NON-HISP,O10,0
Marine Corps,FEMALE,MULTI,HISP,O10,0
Marine Corps,FEMALE,MULTI,NON-HISP,O10,0
Marine Corps,FEMALE,P/I,HISP,O10,0
Marine Corps,FEMALE,P/I,NON-HISP,O10,0
Marine Corps,FEMALE,WHITE,HISP,O10,0
Marine Corps,FEMALE,WHITE,NON-HISP,O10,0
Marine Corps,FEMALE,UNK,HISP,O10,0
Marine Corps,FEMALE,UNK,NON-HISP,O10,0
Air Force,MALE,AMI/ALN,HISP,O01,0
Air Force,MALE,AMI/ALN,NON-HISP,O01,36
Air Force,MALE,ASIAN,HISP,O01,2
Air Force,MALE,ASIAN,NON-HISP,O01,252
Air Force,MALE,BLACK,HISP,O01,6
Air Force,MALE,BLACK,NON-HISP,O01,233
Air Force,MALE,MULTI,HISP,O01,6
Air Force,MALE,MULTI,NON-HISP,O01,86
Air Force,MALE,P/I,HISP,O01,0
Air Force,MALE,P/I,NON-HISP,O01,32
Air Force,MALE,WHITE,HISP,O01,57
Air Force,MALE,WHITE,NON-HISP,O01,4662
Air Force,MALE,UNK,HISP,O01,25
Air Force,MALE,UNK,NON-HISP,O01,315
Air Force,FEMALE,AMI/ALN,HISP,O01,2
Air Force,FEMALE,AMI/ALN,NON-HISP,O01,8
Air Force,FEMALE,ASIAN,HISP,O01,0
Air Force,FEMALE,ASIAN,NON-HISP,O01,110
Air Force,FEMALE,BLACK,HISP,O01,3
Air Force,FEMALE,BLACK,NON-HISP,O01,141
Air Force,FEMALE,MULTI,HISP,O01,3
Air Force,FEMALE,MULTI,NON-HISP,O01,40
Air Force,FEMALE,P/I,HISP,O01,0
Air Force,FEMALE,P/I,NON-HISP,O01,9
Air Force,FEMALE,WHITE,HISP,O01,20
Air Force,FEMALE,WHITE,NON-HISP,O01,1115
Air Force,FEMALE,UNK,HISP,O01,22
Air Force,FEMALE,UNK,NON-HISP,O01,129
Air Force,MALE,AMI/ALN,HISP,O02,2
Air Force,MALE,AMI/ALN,NON-HISP,O02,20
Air Force,MALE,ASIAN,HISP,O02,1
Air Force,MALE,ASIAN,NON-HISP,O02,218
Air Force,MALE,BLACK,HISP,O02,4
Air Force,MALE,BLACK,NON-HISP,O02,187
Air Force,MALE,MULTI,HISP,O02,2
Air Force,MALE,MULTI,NON-HISP,O02,70
Air Force,MALE,P/I,HISP,O02,0
Air Force,MALE,P/I,NON-HISP,O02,15
Air Force,MALE,WHITE,HISP,O02,81
Air Force,MALE,WHITE,NON-HISP,O02,4638
Air Force,MALE,UNK,HISP,O02,57
Air Force,MALE,UNK,NON-HISP,O02,330
Air Force,FEMALE,AMI/ALN,HISP,O02,0
Air Force,FEMALE,AMI/ALN,NON-HISP,O02,10
Air Force,FEMALE,ASIAN,HISP,O02,0
Air Force,FEMALE,ASIAN,NON-HISP,O02,97
Air Force,FEMALE,BLACK,HISP,O02,2
Air Force,FEMALE,BLACK,NON-HISP,O02,115
Air Force,FEMALE,MULTI,HISP,O02,1
Air Force,FEMALE,MULTI,NON-HISP,O02,32
Air Force,FEMALE,P/I,HISP,O02,0
Air Force,FEMALE,P/I,NON-HISP,O02,8
Air Force,FEMALE,WHITE,HISP,O02,17
Air Force,FEMALE,WHITE,NON-HISP,O02,1106
Air Force,FEMALE,UNK,HISP,O02,29
Air Force,FEMALE,UNK,NON-HISP,O02,222
Air Force,MALE,AMI/ALN,HISP,O03,16
Air Force,MALE,AMI/ALN,NON-HISP,O03,63
Air Force,MALE,ASIAN,HISP,O03,1
Air Force,MALE,ASIAN,NON-HISP,O03,531
Air Force,MALE,BLACK,HISP,O03,18
Air Force,MALE,BLACK,NON-HISP,O03,886
Air Force,MALE,MULTI,HISP,O03,3
Air Force,MALE,MULTI,NON-HISP,O03,241
Air Force,MALE,P/I,HISP,O03,1
Air Force,MALE,P/I,NON-HISP,O03,65
Air Force,MALE,WHITE,HISP,O03,355
Air Force,MALE,WHITE,NON-HISP,O03,13521
Air Force,MALE,UNK,HISP,O03,341
Air Force,MALE,UNK,NON-HISP,O03,1677
Air Force,FEMALE,AMI/ALN,HISP,O03,3
Air Force,FEMALE,AMI/ALN,NON-HISP,O03,16
Air Force,FEMALE,ASIAN,HISP,O03,1
Air Force,FEMALE,ASIAN,NON-HISP,O03,184
Air Force,FEMALE,BLACK,HISP,O03,3
Air Force,FEMALE,BLACK,NON-HISP,O03,508
Air Force,FEMALE,MULTI,HISP,O03,0
Air Force,FEMALE,MULTI,NON-HISP,O03,92
Air Force,FEMALE,P/I,HISP,O03,0
Air Force,FEMALE,P/I,NON-HISP,O03,27
Air Force,FEMALE,WHITE,HISP,O03,82
Air Force,FEMALE,WHITE,NON-HISP,O03,2805
Air Force,FEMALE,UNK,HISP,O03,117
Air Force,FEMALE,UNK,NON-HISP,O03,830
Air Force,MALE,AMI/ALN,HISP,O04,6
Air Force,MALE,AMI/ALN,NON-HISP,O04,44
Air Force,MALE,ASIAN,HISP,O04,2
Air Force,MALE,ASIAN,NON-HISP,O04,314
Air Force,MALE,BLACK,HISP,O04,15
Air Force,MALE,BLACK,NON-HISP,O04,600
Air Force,MALE,MULTI,HISP,O04,7
Air Force,MALE,MULTI,NON-HISP,O04,101
Air Force,MALE,P/I,HISP,O04,0
Air Force,MALE,P/I,NON-HISP,O04,26
Air Force,MALE,WHITE,HISP,O04,291
Air Force,MALE,WHITE,NON-HISP,O04,9755
Air Force,MALE,UNK,HISP,O04,207
Air Force,MALE,UNK,NON-HISP,O04,500
Air Force,FEMALE,AMI/ALN,HISP,O04,0
Air Force,FEMALE,AMI/ALN,NON-HISP,O04,8
Air Force,FEMALE,ASIAN,HISP,O04,0
Air Force,FEMALE,ASIAN,NON-HISP,O04,111
Air Force,FEMALE,BLACK,HISP,O04,5
Air Force,FEMALE,BLACK,NON-HISP,O04,353
Air Force,FEMALE,MULTI,HISP,O04,0
Air Force,FEMALE,MULTI,NON-HISP,O04,29
Air Force,FEMALE,P/I,HISP,O04,0
Air Force,FEMALE,P/I,NON-HISP,O04,9
Air Force,FEMALE,WHITE,HISP,O04,56
Air Force,FEMALE,WHITE,NON-HISP,O04,1663
Air Force,FEMALE,UNK,HISP,O04,41
Air Force,FEMALE,UNK,NON-HISP,O04,136
Air Force,MALE,AMI/ALN,HISP,O05,4
Air Force,MALE,AMI/ALN,NON-HISP,O05,24
Air Force,MALE,ASIAN,HISP,O05,1
Air Force,MALE,ASIAN,NON-HISP,O05,166
Air Force,MALE,BLACK,HISP,O05,4
Air Force,MALE,BLACK,NON-HISP,O05,350
Air Force,MALE,MULTI,HISP,O05,2
Air Force,MALE,MULTI,NON-HISP,O05,50
Air Force,MALE,P/I,HISP,O05,0
Air Force,MALE,P/I,NON-HISP,O05,13
Air Force,MALE,WHITE,HISP,O05,207
Air Force,MALE,WHITE,NON-HISP,O05,7580
Air Force,MALE,UNK,HISP,O05,74
Air Force,MALE,UNK,NON-HISP,O05,270
Air Force,FEMALE,AMI/ALN,HISP,O05,0
Air Force,FEMALE,AMI/ALN,NON-HISP,O05,7
Air Force,FEMALE,ASIAN,HISP,O05,0
Air Force,FEMALE,ASIAN,NON-HISP,O05,53
Air Force,FEMALE,BLACK,HISP,O05,2
Air Force,FEMALE,BLACK,NON-HISP,O05,146
Air Force,FEMALE,MULTI,HISP,O05,0
Air Force,FEMALE,MULTI,NON-HISP,O05,13
Air Force,FEMALE,P/I,HISP,O05,0
Air Force,FEMALE,P/I,NON-HISP,O05,2
Air Force,FEMALE,WHITE,HISP,O05,21
Air Force,FEMALE,WHITE,NON-HISP,O05,1016
Air Force,FEMALE,UNK,HISP,O05,11
Air Force,FEMALE,UNK,NON-HISP,O05,49
Air Force,MALE,AMI/ALN,HISP,O06,0
Air Force,MALE,AMI/ALN,NON-HISP,O06,2
Air Force,MALE,ASIAN,HISP,O06,0
Air Force,MALE,ASIAN,NON-HISP,O06,41
Air Force,MALE,BLACK,HISP,O06,3
Air Force,MALE,BLACK,NON-HISP,O06,145
Air Force,MALE,MULTI,HISP,O06,0
Air Force,MALE,MULTI,NON-HISP,O06,10
Air Force,MALE,P/I,HISP,O06,0
Air Force,MALE,P/I,NON-HISP,O06,4
Air Force,MALE,WHITE,HISP,O06,61
Air Force,MALE,WHITE,NON-HISP,O06,3017
Air Force,MALE,UNK,HISP,O06,13
Air Force,MALE,UNK,NON-HISP,O06,36
Air Force,FEMALE,AMI/ALN,HISP,O06,0
Air Force,FEMALE,AMI/ALN,NON-HISP,O06,1
Air Force,FEMALE,ASIAN,HISP,O06,0
Air Force,FEMALE,ASIAN,NON-HISP,O06,7
Air Force,FEMALE,BLACK,HISP,O06,1
Air Force,FEMALE,BLACK,NON-HISP,O06,43
Air Force,FEMALE,MULTI,HISP,O06,0
Air Force,FEMALE,MULTI,NON-HISP,O06,1
Air Force,FEMALE,P/I,HISP,O06,0
Air Force,FEMALE,P/I,NON-HISP,O06,0
Air Force,FEMALE,WHITE,HISP,O06,10
Air Force,FEMALE,WHITE,NON-HISP,O06,332
Air Force,FEMALE,UNK,HISP,O06,4
Air Force,FEMALE,UNK,NON-HISP,O06,11
Air Force,MALE,AMI/ALN,HISP,O07,0
Air Force,MALE,AMI/ALN,NON-HISP,O07,0
Air Force,MALE,ASIAN,HISP,O07,0
Air Force,MALE,ASIAN,NON-HISP,O07,1
Air Force,MALE,BLACK,HISP,O07,0
Air Force,MALE,BLACK,NON-HISP,O07,8
Air Force,MALE,MULTI,HISP,O07,0
Air Force,MALE,MULTI,NON-HISP,O07,0
Air Force,MALE,P/I,HISP,O07,0
Air Force,MALE,P/I,NON-HISP,O07,0
Air Force,MALE,WHITE,HISP,O07,1
Air Force,MALE,WHITE,NON-HISP,O07,127
Air Force,MALE,UNK,HISP,O07,0
Air Force,MALE,UNK,NON-HISP,O07,0
Air Force,FEMALE,AMI/ALN,HISP,O07,0
Air Force,FEMALE,AMI/ALN,NON-HISP,O07,0
Air Force,FEMALE,ASIAN,HISP,O07,0
Air Force,FEMALE,ASIAN,NON-HISP,O07,0
Air Force,FEMALE,BLACK,HISP,O07,0
Air Force,FEMALE,BLACK,NON-HISP,O07,0
Air Force,FEMALE,MULTI,HISP,O07,0
Air Force,FEMALE,MULTI,NON-HISP,O07,0
Air Force,FEMALE,P/I,HISP,O07,0
Air Force,FEMALE,P/I,NON-HISP,O07,0
Air Force,FEMALE,WHITE,HISP,O07,0
Air Force,FEMALE,WHITE,NON-HISP,O07,12
Air Force,FEMALE,UNK,HISP,O07,0
Air Force,FEMALE,UNK,NON-HISP,O07,0
Air Force,MALE,AMI/ALN,HISP,O08,0
Air Force,MALE,AMI/ALN,NON-HISP,O08,0
Air Force,MALE,ASIAN,HISP,O08,0
Air Force,MALE,ASIAN,NON-HISP,O08,0
Air Force,MALE,BLACK,HISP,O08,0
Air Force,MALE,BLACK,NON-HISP,O08,6
Air Force,MALE,MULTI,HISP,O08,0
Air Force,MALE,MULTI,NON-HISP,O08,0
Air Force,MALE,P/I,HISP,O08,0
Air Force,MALE,P/I,NON-HISP,O08,0
Air Force,MALE,WHITE,HISP,O08,1
Air Force,MALE,WHITE,NON-HISP,O08,82
Air Force,MALE,UNK,HISP,O08,0
Air Force,MALE,UNK,NON-HISP,O08,0
Air Force,FEMALE,AMI/ALN,HISP,O08,0
Air Force,FEMALE,AMI/ALN,NON-HISP,O08,0
Air Force,FEMALE,ASIAN,HISP,O08,0
Air Force,FEMALE,ASIAN,NON-HISP,O08,1
Air Force,FEMALE,BLACK,HISP,O08,0
Air Force,FEMALE,BLACK,NON-HISP,O08,0
Air Force,FEMALE,MULTI,HISP,O08,0
Air Force,FEMALE,MULTI,NON-HISP,O08,0
Air Force,FEMALE,P/I,HISP,O08,0
Air Force,FEMALE,P/I,NON-HISP,O08,0
Air Force,FEMALE,WHITE,HISP,O08,0
Air Force,FEMALE,WHITE,NON-HISP,O08,10
Air Force,FEMALE,UNK,HISP,O08,0
Air Force,FEMALE,UNK,NON-HISP,O08,0
Air Force,MALE,AMI/ALN,HISP,O09,0
Air Force,MALE,AMI/ALN,NON-HISP,O09,0
Air Force,MALE,ASIAN,HISP,O09,0
Air Force,MALE,ASIAN,NON-HISP,O09,0
Air Force,MALE,BLACK,HISP,O09,0
Air Force,MALE,BLACK,NON-HISP,O09,1
Air Force,MALE,MULTI,HISP,O09,0
Air Force,MALE,MULTI,NON-HISP,O09,0
Air Force,MALE,P/I,HISP,O09,0
Air Force,MALE,P/I,NON-HISP,O09,0
Air Force,MALE,WHITE,HISP,O09,1
Air Force,MALE,WHITE,NON-HISP,O09,33
Air Force,MALE,UNK,HISP,O09,0
Air Force,MALE,UNK,NON-HISP,O09,0
Air Force,FEMALE,AMI/ALN,HISP,O09,0
Air Force,FEMALE,AMI/ALN,NON-HISP,O09,0
Air Force,FEMALE,ASIAN,HISP,O09,0
Air Force,FEMALE,ASIAN,NON-HISP,O09,0
Air Force,FEMALE,BLACK,HISP,O09,0
Air Force,FEMALE,BLACK,NON-HISP,O09,0
Air Force,FEMALE,MULTI,HISP,O09,0
Air Force,FEMALE,MULTI,NON-HISP,O09,0
Air Force,FEMALE,P/I,HISP,O09,0
Air Force,FEMALE,P/I,NON-HISP,O09,0
